id,name,status,net,window_start,window_end,is_crewed,rocket_name,rocket_full_name,rocket_manufacturer,provider,mission_type,orbit,pad_name,location_name,location_country
e3df2ecd-c239-472f-95e4-2b89b4f75800,Sputnik 8K74PS | Sputnik 1,Launch Successful,1957-10-04T19:28:34Z,1957-10-04T19:28:34Z,1957-10-04T19:28:34Z,,Sputnik 8K74PS,Sputnik 8K74PS,Energia,Soviet Space Program,Test Flight,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
9f35e05d-cc5a-4dd1-85d0-a21b41db8b0c,Molniya 8K78 | Luna-5a,Launch Failure,1964-03-21T08:15:35Z,1964-03-21T08:15:35Z,1964-03-21T08:15:35Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Lunar Exploration,Lunar Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
2ed49e78-cc8b-48c7-bdee-6d90ee070284,Thor SLV-2A Agena D | KH-4A 4,Launch Failure,1964-03-24T22:22:48Z,1964-03-24T22:22:48Z,1964-03-24T22:22:48Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
c28ee675-2e17-487f-87f1-3e56f2ea227e,Molniya 8K78 | Zond 1c,Launch Failure,1964-03-27T03:24:42Z,1964-03-27T03:24:42Z,1964-03-27T03:24:42Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Robotic Exploration,Venus flyby,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
7380febd-426d-47bc-b0ba-dfd03e188345,Scout X-3 | Ariel 2,Launch Successful,1964-03-27T17:25:23Z,1964-03-27T17:25:23Z,1964-03-27T17:25:23Z,,Scout X-3,Scout X-3,Vought,Science and Engineering Research Council,Astrophysics,Low Earth Orbit,Launch Area 3,"Wallops Flight Facility, Virginia, USA",
2bad40e3-b214-467c-9bc4-26f03c209ae6,Molniya 8K78 | Zond 1,Launch Successful,1964-04-02T02:42:40Z,1964-04-02T02:42:40Z,1964-04-02T02:42:40Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Robotic Exploration,Venus flyby,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
3bcffa3c-5c61-40d4-af55-41d870bdd70c,Vostok 8A92 | Zenit-2 16,Launch Successful,1964-04-04T09:45:00Z,1964-04-04T09:45:00Z,1964-04-04T09:45:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
728f62eb-7d51-4c30-b522-f583f33491fc,Titan II GLV | Gemini I,Launch Successful,1964-04-08T16:00:01Z,1964-04-08T16:00:01Z,1964-04-08T16:00:01Z,,Titan II,Titan II GLV,National Aeronautics and Space Administration,United States Air Force,Test Flight,Low Earth Orbit,Launch Complex 19,"Cape Canaveral SFS, FL, USA",
3dc22730-8bea-4731-a4bb-c9758488f728,Sputnik 11A59 | Polyot-2,Launch Successful,1964-04-12T09:30:00Z,1964-04-12T09:30:00Z,1964-04-12T09:30:00Z,,Sputnik 11A59,Sputnik 11A59,Energia,Soviet Space Program,Test Flight,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
ccd7ee71-3270-4c44-a97b-b2ccc315331b,Atlas D | FIRE 1,Launch Successful,1964-04-14T21:42:25Z,1964-04-14T21:42:25Z,1964-04-14T21:42:25Z,,Atlas D,SM-65D Atlas,Convair,United States Air Force,Materials Science,Suborbital,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
79664d5f-03aa-4273-809b-92ba9e4a8b9c,Molniya 8K78 | Luna-5b,Launch Failure,1964-04-20T08:08:28Z,1964-04-20T08:08:28Z,1964-04-20T08:08:28Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Lunar Exploration,Lunar Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
929aa6e9-0916-4a1a-b6b8-7dde449b443f,Thor DM-21 Ablestar | Transit-5BN 3,Launch Failure,1964-04-21T18:50:00Z,1964-04-21T18:50:00Z,1964-04-21T18:50:00Z,,Thor DM-21 Ablestar,Thor DM-21 Ablestar,United States Air Force,United States Air Force,Navigation,Polar Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
6642253d-c087-401b-bf2e-122d95600d38,Atlas Agena D | KH-7 7,Launch Successful,1964-04-23T18:43:00Z,1964-04-23T18:43:00Z,1964-04-23T18:43:00Z,,Atlas Agena D,Atlas LV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4W,"Vandenberg SFB, CA, USA",
ae17cab7-8817-4bf6-9541-edbe5b229e5f,Vostok 8A92 | Zenit-2 17,Launch Successful,1964-04-25T10:21:00Z,1964-04-25T10:21:00Z,1964-04-25T10:21:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
f5b31e85-b6b9-420b-acc1-bda4c2434c88,Thor SLV-2A Agena D | KH-4A 5,Launch Successful,1964-04-27T23:23:43Z,1964-04-27T23:23:43Z,1964-04-27T23:23:43Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
22e0b528-dff5-4cc8-a4ed-6111096a5859,Little Joe II | A-001,Launch Successful,1964-05-13T12:59:59Z,1964-05-13T12:59:59Z,1964-05-13T12:59:59Z,,Little Joe II,Little Joe II,Convair,National Aeronautics and Space Administration,Test Flight,Suborbital,Launch Complex 36,White Sands Missile Range,
5f3dd670-908c-457a-8ca8-e697bbaf5f5f,Voskhod | Zenit-4 2,Launch Successful,1964-05-18T09:42:00Z,1964-05-18T09:42:00Z,1964-05-18T09:42:00Z,,Voskhod,Voskhod,Soviet Space Program,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
e134331c-95aa-4429-ad2b-67628267168d,Atlas Agena D | KH-7 8,Launch Successful,1964-05-19T19:21:14Z,1964-05-19T19:21:14Z,1964-05-19T19:21:14Z,,Atlas Agena D,Atlas LV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4W,"Vandenberg SFB, CA, USA",
180276fd-7b45-4eb3-b572-859bd16f9333,Saturn I | Saturn-SA 6,Launch Successful,1964-05-28T17:07:00Z,1964-05-28T17:07:00Z,1964-05-28T17:07:00Z,,Saturn I,Saturn I,Chrysler,National Aeronautics and Space Administration,Test Flight,Low Earth Orbit,Space Launch Complex 37B,"Cape Canaveral SFS, FL, USA",
e40baf97-2976-4dc4-8b37-d94f1e0ef49d,Scout X-4 | Transit VC,Launch Successful,1964-06-04T03:50:55Z,1964-06-04T03:50:55Z,1964-06-04T03:50:55Z,,Scout X-4,Scout X-4,Vought,United States Air Force,Navigation,Low Earth Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
cc53f001-c119-443d-a56a-e161408abd5b,Molniya 8K78 | Molniya-1 1a,Launch Failure,1964-06-04T04:00:00Z,1964-06-04T04:00:00Z,1964-06-04T04:00:00Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Communications,Elliptical Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
8b95fc80-6ec7-4605-9940-324af67e51a8,Thor SLV-2A Agena D | KH-4A 6,Launch Successful,1964-06-04T22:59:00Z,1964-06-04T22:59:00Z,1964-06-04T22:59:00Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
b97e0575-8a89-4e27-9282-0f03fa8c5bf8,Kosmos-2I 63S1 | DS-MT 2,Launch Successful,1964-06-06T06:00:00Z,1964-06-06T06:00:00Z,1964-06-06T06:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Government/Top Secret,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
cacb1e0b-d152-46ec-956a-22a957a56003,Vostok 8A92 | Zenit-2 18,Launch Successful,1964-06-10T11:00:00Z,1964-06-10T11:00:00Z,1964-06-10T11:00:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
99ec7436-8df7-459d-acbf-fcab24fba528,Thor SLV-2A Agena D | KH-5 11,Launch Successful,1964-06-13T15:47:00Z,1964-06-13T15:47:00Z,1964-06-13T15:47:00Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2W,"Vandenberg SFB, CA, USA",
eac35a64-6f93-4b7b-a4f1-6673ae3885c1,Thor SLV-2 Agena D | DSAP-1 F8 & F9,Launch Successful,1964-06-18T04:56:08Z,1964-06-18T04:56:08Z,1964-06-18T04:56:08Z,,Thor SLV-2 Agena D,Thor SLV-2 Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
eb297f4e-e5a5-4165-843b-5b46b417b2ff,Thor SLV-2A Agena D | KH-4A 7,Launch Successful,1964-06-19T23:18:07Z,1964-06-19T23:18:07Z,1964-06-19T23:18:07Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
8a502048-9edc-4db7-b234-4f7a32e662a8,Vostok 8A92 | Zenit-2 19,Launch Successful,1964-06-23T10:00:00Z,1964-06-23T10:00:00Z,1964-06-23T10:00:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
70d3ee70-8924-4306-9cdb-032b05598ed8,Scout X-4 | ESRS,Launch Failure,1964-06-25T01:40:24Z,1964-06-25T01:40:24Z,1964-06-25T01:40:24Z,,Scout X-4,Scout X-4,Vought,United States Air Force,Earth Science,Low Earth Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
ad230004-ee4d-4b79-ae22-bcc1a805f5a9,Atlas Centaur | AC-3 Instrumentation Ring,Launch Failure,1964-06-30T14:04:22Z,1964-06-30T14:04:22Z,1964-06-30T14:04:22Z,,Atlas Centaur,Atlas LV-3C Centaur,Convair,United States Air Force,Test Flight,Low Earth Orbit,Launch Complex 36A,"Cape Canaveral SFS, FL, USA",
37e22a98-6355-49bd-8f58-eb6e52ae9020,Voskhod | Zenit-4 3,Launch Successful,1964-07-01T11:00:00Z,1964-07-01T11:00:00Z,1964-07-01T11:00:00Z,,Voskhod,Voskhod,Soviet Space Program,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
e90edf6e-95d8-4612-8626-71d0de7a04c2,Thor SLV-2A Agena D | P-698BK Group 2-D 2,Launch Successful,1964-07-02T23:59:56Z,1964-07-02T23:59:56Z,1964-07-02T23:59:56Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
a418dca2-8d5b-4e66-a613-601eeb24fb6e,Atlas Agena D | KH-7 9,Launch Successful,1964-07-06T18:51:18Z,1964-07-06T18:51:18Z,1964-07-06T18:51:18Z,,Atlas Agena D,Atlas LV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4W,"Vandenberg SFB, CA, USA",
92797ec0-1ed3-4ab8-aecf-dc09a385ceb5,Vostok | Elektron-3 &4,Launch Successful,1964-07-10T21:51:02Z,1964-07-10T21:51:02Z,1964-07-10T21:51:02Z,,Vostok,Vostok-K,Soviet Space Program,Soviet Space Program,Earth Science,Elliptical Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
42932db1-37cb-4e7d-b602-14209ba75e4d,Thor SLV-2A Agena D | KH-4A 8,Launch Successful,1964-07-10T23:14:04Z,1964-07-10T23:14:04Z,1964-07-10T23:14:04Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
20196c77-4c5b-4e91-904b-dcc2eedf5bf7,Vostok 8A92 | Zenit-2 20,Launch Successful,1964-07-15T11:27:00Z,1964-07-15T11:27:00Z,1964-07-15T11:27:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
3ae9b045-69a2-44fa-9219-e0e4bc0a17f5,Atlas Agena D | Vela 2A & 2B,Launch Successful,1964-07-17T08:22:00Z,1964-07-17T08:22:00Z,1964-07-17T08:22:00Z,,Atlas Agena D,Atlas LV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Elliptical Orbit,Space Launch Complex 13,"Cape Canaveral SFS, FL, USA",
e95c82d8-eb4e-4e77-a2d6-ae4a61aa0fae,Atlas Agena B | Ranger 7,Launch Successful,1964-07-28T16:50:07Z,1964-07-28T16:50:07Z,1964-07-28T16:50:07Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Lunar Exploration,Lunar Impactor,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
79892f30-f6a4-4d83-894b-9fa79383bd1d,Kosmos-2I 63S1 | DS-P1-Yu 1,Launch Successful,1964-07-30T03:36:00Z,1964-07-30T03:36:00Z,1964-07-30T03:36:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Test Target,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
c40d6ae2-010f-4248-b838-94285456d4d5,Thor SLV-2A Agena D | KH-4A 9,Launch Successful,1964-08-05T23:15:35Z,1964-08-05T23:15:35Z,1964-08-05T23:15:35Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
1c999937-3e89-423c-a0f4-72ecc51b9c07,Vostok 8A92 | Zenit-2 21,Launch Successful,1964-08-14T09:30:00Z,1964-08-14T09:30:00Z,1964-08-14T09:30:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
1756d213-f5b7-4010-882a-f39c1916599a,Atlas SLV-3 Agena D | KH-7 10,Launch Successful,1964-08-14T22:00:13Z,1964-08-14T22:00:13Z,1964-08-14T22:00:13Z,,Atlas SLV-3 Agena D,Atlas SLV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",
029cd324-04df-4615-bf70-c6cb693eec00,Scout X-4A | Reentry-4A,Launch Successful,1964-08-18T06:05:00Z,1964-08-18T06:05:00Z,1964-08-18T06:05:00Z,,Scout X-4A,Scout X-4A,Vought,National Aeronautics and Space Administration,Materials Science,Suborbital,Launch Area 3,"Wallops Flight Facility, Virginia, USA",
952730fe-cf51-44bd-b6bb-9bd0453f8673,"Kosmos 65S3 | Strela-1 1,2,3",Launch Successful,1964-08-18T09:15:00Z,1964-08-18T09:15:00Z,1964-08-18T09:15:00Z,,Kosmos 65S3,Kosmos 65S3,Strategic Rocket Forces,Soviet Space Program,Government/Top Secret,Low Earth Orbit,41/15,"Baikonur Cosmodrome, Republic of Kazakhstan",
f463bbce-fd0e-44aa-9a0c-0de62e4492f6,Thor Delta D | Syncom 3,Launch Successful,1964-08-19T12:15:02Z,1964-08-19T12:15:02Z,1964-08-19T12:15:02Z,,Thor Delta D,Thor Delta D,McDonnell Douglas,United States Air Force,Communications,Geosynchronous Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
00b046e7-c97a-4b6c-acbd-94970619803f,Thor SLV-2A Agena D | KH-5 12,Launch Successful,1964-08-21T15:45:00Z,1964-08-21T15:45:00Z,1964-08-21T15:45:00Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2W,"Vandenberg SFB, CA, USA",
5d61c0fc-91d4-4949-a0c8-8d6d55bfa23e,Molniya 8K78 | Molniya-1 1b,Launch Successful,1964-08-22T07:21:00Z,1964-08-22T07:21:00Z,1964-08-22T07:21:00Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Communications,Elliptical Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
301b8bb4-8eba-4067-b178-6641fd57ba76,"Kosmos-2I 63S1 | Strela-1 4,5",Launch Successful,1964-08-22T11:00:00Z,1964-08-22T11:00:00Z,1964-08-22T11:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Government/Top Secret,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
2d7c492c-a508-4c2d-ab10-2658e8b1c979,Scout X-4 | Explorer 20,Launch Successful,1964-08-25T13:43:00Z,1964-08-25T13:43:00Z,1964-08-25T13:43:00Z,,Scout X-4,Scout X-4,Vought,National Aeronautics and Space Administration,Earth Science,Low Earth Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
26a14093-bf34-4075-a5f5-fa832dc15824,Thor SLV-2 Agena B | Nimbus 1,Launch Successful,1964-08-28T07:56:57Z,1964-08-28T07:56:57Z,1964-08-28T07:56:57Z,,Thor SLV-2 Agena B,Thor SLV-2 Agena B,McDonnell Douglas,United States Air Force,Earth Science,Polar Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
c089317f-31c4-45b6-99f5-28cf96ba2d34,Vostok 8A92M | Meteor-1 1,Launch Successful,1964-08-28T16:00:00Z,1964-08-28T16:00:00Z,1964-08-28T16:00:00Z,,Vostok 8A92M,Vostok 8A92M,RKK Energiya,Soviet Space Program,Earth Science,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
c4688439-eda0-4fbb-a193-11cb68aca8c1,Titan IIIA | Transtage 1,Launch Failure,1964-09-01T15:00:06Z,1964-09-01T15:00:06Z,1964-09-01T15:00:06Z,,Titan IIIA,Titan IIIA,Lockheed Martin,United States Air Force,Test Flight,Low Earth Orbit,Space Launch Complex 20,"Cape Canaveral SFS, FL, USA",
a994d6a7-28de-4193-8b83-c99f1bc47c59,Atlas Agena B | OGO 1,Launch Successful,1964-09-05T01:23:00Z,1964-09-05T01:23:00Z,1964-09-05T01:23:00Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Earth Science,Elliptical Orbit,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
37b22205-f62b-4e3d-8d70-8dae08cddb1e,Voskhod | Zenit-4 4,Launch Successful,1964-09-13T09:45:00Z,1964-09-13T09:45:00Z,1964-09-13T09:45:00Z,,Voskhod,Voskhod,Soviet Space Program,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
2ebf4aeb-99c3-427a-971e-ca0d08fceb3b,Thor SLV-2A Agena D | KH-4A 10,Launch Successful,1964-09-14T22:53:43Z,1964-09-14T22:53:43Z,1964-09-14T22:53:43Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
ce218be2-ae8b-410b-a2d1-93cc9917f819,Saturn I | Saturn-SA 7,Launch Successful,1964-09-18T16:22:43Z,1964-09-18T16:22:43Z,1964-09-18T16:22:43Z,,Saturn I,Saturn I,Chrysler,National Aeronautics and Space Administration,Test Flight,Low Earth Orbit,Space Launch Complex 37B,"Cape Canaveral SFS, FL, USA",
659908fc-27aa-4f57-90ce-43bfd93f46ee,Atlas SLV-3 Agena D | KH-7 11,Launch Successful,1964-09-23T20:05:00Z,1964-09-23T20:05:00Z,1964-09-23T20:05:00Z,,Atlas SLV-3 Agena D,Atlas SLV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",
1bea07c1-e78f-42d9-861d-1f305d1ac2a1,Vostok 8A92 | Zenit-2 22,Launch Successful,1964-09-24T12:04:00Z,1964-09-24T12:04:00Z,1964-09-24T12:04:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
40378bed-00c8-4cbf-916e-540b40eaa8b9,Thor Delta C | Explorer 21,Launch Successful,1964-10-04T03:45:00Z,1964-10-04T03:45:00Z,1964-10-04T03:45:00Z,,Thor Delta C,Thor Delta C,McDonnell Douglas,United States Air Force,Astrophysics,Elliptical Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
24698542-9dda-4271-9ce0-1cc6f3ef0839,Thor SLV-2A Agena D | KH-4A 11,Launch Successful,1964-10-05T21:50:14Z,1964-10-05T21:50:14Z,1964-10-05T21:50:14Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
3992c0a5-0e8c-4ae0-976b-c54c562cf2d1,Voskhod | Voskhod-3KV 1,Launch Successful,1964-10-06T07:00:00Z,1964-10-06T07:00:00Z,1964-10-06T07:00:00Z,,Voskhod,Voskhod,Soviet Space Program,Soviet Space Program,Test Flight,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
6ff06bb3-077f-4741-87b0-01e07f3d6d29,Thor DM-21 Ablestar | Transit-O 1,Launch Successful,1964-10-06T17:04:21Z,1964-10-06T17:04:21Z,1964-10-06T17:04:21Z,,Thor DM-21 Ablestar,Thor DM-21 Ablestar,United States Air Force,United States Air Force,Navigation,Polar Orbit,Space Launch Complex 2W,"Vandenberg SFB, CA, USA",
2a8809bf-2ffd-42bb-84b1-99d6a12c80ff,Atlas SLV-3 Agena D | KH-7 12,Launch Failure,1964-10-07T19:30:00Z,1964-10-07T19:30:00Z,1964-10-07T19:30:00Z,,Atlas SLV-3 Agena D,Atlas SLV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",
61b2c211-4b48-4eb6-8666-5ade72e20f36,Scout X-4 | Beacon Explorer B,Launch Successful,1964-10-10T03:01:00Z,1964-10-10T03:01:00Z,1964-10-10T03:01:00Z,,Scout X-4,Scout X-4,Vought,National Aeronautics and Space Administration,Earth Science,Low Earth Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
d460ae41-883c-4b57-99b9-4a41e198ca6c,Voskhod | Voskhod 1,Launch Successful,1964-10-12T07:30:01Z,1964-10-12T07:30:01Z,1964-10-12T07:30:01Z,,Voskhod,Voskhod,Soviet Space Program,Soviet Space Program,Human Exploration,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
4dffdbb1-42ce-4985-bbe2-89c4d0a57543,Vostok 8A92 | Zenit-2 23,Launch Successful,1964-10-14T10:00:00Z,1964-10-14T10:00:00Z,1964-10-14T10:00:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
470d9414-fe99-4cd4-b90c-20e99e25ff97,Thor SLV-2A Agena D | KH-4A 12,Launch Successful,1964-10-17T22:02:23Z,1964-10-17T22:02:23Z,1964-10-17T22:02:23Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
8c558ab7-94e9-4208-8274-0bb6f80423b8,"Kosmos 65S3 | Strela-1 6,7,8",Launch Failure,1964-10-23T07:30:00Z,1964-10-23T07:30:00Z,1964-10-23T07:30:00Z,,Kosmos 65S3,Kosmos 65S3,Strategic Rocket Forces,Soviet Space Program,Government/Top Secret,Low Earth Orbit,41/15,"Baikonur Cosmodrome, Republic of Kazakhstan",
a9f11f1c-c520-451e-857e-d31f5c13c8e7,Atlas Agena D | KH-7 13,Launch Successful,1964-10-23T18:27:00Z,1964-10-23T18:27:00Z,1964-10-23T18:27:00Z,,Atlas Agena D,Atlas LV-3 Agena D,Convair,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4W,"Vandenberg SFB, CA, USA",
feeb88a3-9ae4-45a5-b793-5b582ac7395f,Kosmos-2I 63S1 | DS-MG 2,Launch Successful,1964-10-24T05:17:00Z,1964-10-24T05:17:00Z,1964-10-24T05:17:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Earth Science,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
fbeb4014-60f8-4edb-b524-86b2a0ecbfd5,Vostok 8A92 | Zenit-2 24,Launch Successful,1964-10-28T10:40:00Z,1964-10-28T10:40:00Z,1964-10-28T10:40:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",
f0f2aab6-170d-4caa-a517-a876cf9b9f4b,Thor SLV-2A Agena D | KH-4A 13,Launch Successful,1964-11-02T21:30:20Z,1964-11-02T21:30:20Z,1964-11-02T21:30:20Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
408c9326-2ead-4d23-8399-dccddc61aefc,Thor SLV-2A Agena D | P-698BK Group 3-D 1,Launch Successful,1964-11-04T02:12:11Z,1964-11-04T02:12:11Z,1964-11-04T02:12:11Z,,Thor SLV-2A Agena D,Thor SLV-2A Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
2843fd17-697e-41d7-bb36-fd780aaac942,Atlas Agena D | Mariner 3,Launch Successful,1964-11-05T19:22:05Z,1964-11-05T19:22:05Z,1964-11-05T19:22:05Z,,Atlas Agena D,Atlas LV-3 Agena D,Convair,United States Air Force,Robotic Exploration,Mars flyby,Space Launch Complex 13,"Cape Canaveral SFS, FL, USA",
9f9883da-7bf4-4c63-9004-e9d8f6a691e3,Scout X-4 | Explorer 23,Launch Successful,1964-11-06T12:02:01Z,1964-11-06T12:02:01Z,1964-11-06T12:02:01Z,,Scout X-4,Scout X-4,Vought,National Aeronautics and Space Administration,Materials Science,Low Earth Orbit,Launch Area 3,"Wallops Flight Facility, Virginia, USA",
